Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,LandContour,LotConfig,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,SalePrice
154,20,RL,,13500,Reg,ClearCr,Lvl,Inside,Norm,1Fam,1Story,6,7,1960,1975,BrkFace,Plywood,,0.0,TA,TA,CBlock,235000
155,30,RM,84.0,11340,Reg,OldTown,Lvl,Corner,Norm,1Fam,1Story,6,5,1923,1950,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,125000
156,50,RL,60.0,9600,Reg,Edwards,Lvl,Corner,Artery,1Fam,1.5Fin,6,5,1924,1950,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,79000
157,20,RL,60.0,7200,Reg,NAmes,Lvl,Inside,Norm,1Fam,1Story,5,7,1950,1950,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,109500
158,60,RL,92.0,12003,Reg,Timber,Lvl,Corner,Norm,1Fam,2Story,8,5,2009,2010,VinylSd,VinylSd,BrkFace,84.0,Gd,TA,PConc,269500
159,60,FV,100.0,12552,Reg,Somerst,Lvl,Corner,Norm,1Fam,2Story,7,5,2004,2005,VinylSd,VinylSd,,0.0,Gd,TA,PConc,254900
160,60,RL,134.0,19378,IR1,Gilbert,HLS,Corner,Norm,1Fam,2Story,7,5,2005,2006,VinylSd,VinylSd,BrkFace,456.0,Gd,TA,PConc,320000
161,20,RL,,11120,IR1,Veenker,Lvl,CulDSac,Norm,1Fam,1Story,6,6,1984,1984,Plywood,Plywood,,0.0,TA,TA,PConc,162500
162,60,RL,110.0,13688,IR1,NridgHt,Lvl,Inside,Norm,1Fam,2Story,9,5,2003,2004,VinylSd,VinylSd,BrkFace,664.0,Gd,TA,PConc,412500
163,20,RL,95.0,12182,Reg,NridgHt,Lvl,Corner,Norm,1Fam,1Story,7,5,2005,2005,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,220000
164,45,RL,55.0,5500,Reg,OldTown,Lvl,Inside,Norm,1Fam,1.5Unf,4,6,1956,1956,MetalSd,MetalSd,,0.0,TA,TA,CBlock,103200
165,40,RM,40.0,5400,Reg,OldTown,Lvl,Corner,Norm,1Fam,1Story,6,7,1926,2004,MetalSd,MetalSd,,0.0,TA,Gd,BrkTil,152000
166,190,RL,62.0,10106,Reg,Edwards,Lvl,Inside,Norm,2fmCon,1.5Fin,5,7,1940,1999,Wd Sdng,Wd Sdng,,0.0,TA,Gd,BrkTil,127500
167,20,RL,,10708,IR1,ClearCr,Lvl,Inside,Norm,1Fam,1Story,5,5,1955,1993,Wd Sdng,Wd Sdng,,0.0,Gd,TA,CBlock,190000
168,60,RL,86.0,10562,Reg,NridgHt,Lvl,Inside,Norm,1Fam,2Story,8,5,2007,2007,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,325624
169,60,RL,62.0,8244,IR1,Gilbert,Lvl,Inside,Norm,1Fam,2Story,7,5,2004,2004,VinylSd,VinylSd,,0.0,Gd,TA,PConc,183500
170,20,RL,,16669,IR1,Timber,Lvl,Corner,Norm,1Fam,1Story,8,6,1981,1981,Plywood,Plywood,BrkFace,653.0,Gd,TA,CBlock,228000
171,50,RM,,12358,IR1,OldTown,Lvl,Inside,Feedr,1Fam,1.5Fin,5,6,1941,1950,MetalSd,MetalSd,,0.0,TA,TA,CBlock,128500
172,20,RL,141.0,31770,IR1,NAmes,Lvl,Corner,Norm,1Fam,1Story,6,5,1960,1960,BrkFace,Plywood,Stone,112.0,TA,TA,CBlock,215000
173,160,RL,44.0,5306,IR1,StoneBr,Lvl,Inside,Norm,TwnhsE,2Story,7,7,1987,1987,HdBoard,HdBoard,,0.0,Gd,Gd,PConc,239000
174,20,RL,80.0,10197,IR1,NAmes,Lvl,Inside,Norm,1Fam,1Story,6,5,1961,1961,WdShing,Wd Shng,BrkCmn,491.0,TA,TA,CBlock,163000
175,20,RL,47.0,12416,IR1,Timber,Lvl,Inside,Norm,1Fam,1Story,6,5,1986,1986,VinylSd,Plywood,Stone,132.0,TA,TA,CBlock,184000
176,20,RL,84.0,12615,Reg,Edwards,Lvl,Corner,Norm,1Fam,1Story,6,7,1950,2001,WdShing,Wd Shng,,0.0,TA,TA,CBlock,243000
177,60,RL,97.0,10029,IR1,ClearCr,Lvl,Corner,Norm,1Fam,2Story,6,5,1988,1989,Plywood,Plywood,BrkFace,268.0,Gd,TA,PConc,211000
178,50,RL,,13650,Reg,Sawyer,Lvl,Inside,Norm,1Fam,1.5Fin,5,5,1958,1958,MetalSd,MetalSd,,0.0,Gd,Gd,CBlock,172500
179,20,RL,63.0,17423,IR1,StoneBr,Lvl,CulDSac,Norm,1Fam,1Story,9,5,2008,2009,VinylSd,VinylSd,Stone,748.0,Ex,TA,PConc,501837
180,30,RM,60.0,8520,Reg,OldTown,Lvl,Inside,Norm,1Fam,1Story,5,6,1923,2006,Wd Sdng,Wd Sdng,,0.0,Gd,TA,CBlock,100000
181,160,FV,,2117,Reg,Somerst,Lvl,Inside,Norm,Twnhs,2Story,6,5,2000,2000,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,177000
182,70,RL,54.0,7588,Reg,Crawfor,Lvl,Inside,Norm,1Fam,2Story,7,6,1920,1950,Stucco,Stucco,,0.0,TA,TA,BrkTil,200100
183,20,RL,60.0,9060,Reg,Edwards,Lvl,Inside,Artery,1Fam,1Story,5,6,1957,2006,Wd Sdng,Wd Sdng,BrkFace,98.0,TA,TA,PConc,120000
184,50,RM,63.0,11426,Reg,OldTown,Lvl,Inside,Norm,1Fam,1.5Fin,7,5,2003,2003,VinylSd,VinylSd,,0.0,TA,TA,PConc,200000
185,50,RL,92.0,7438,IR1,BrkSide,Lvl,Inside,RRAn,1Fam,1.5Fin,5,8,1908,1991,AsbShng,Plywood,,0.0,TA,TA,PConc,127000
186,75,RM,90.0,22950,IR2,OldTown,Lvl,Inside,Artery,1Fam,2.5Fin,10,9,1892,1993,Wd Sdng,Wd Sdng,,0.0,Gd,Gd,BrkTil,475000
187,80,RL,,9947,IR1,Mitchel,Lvl,CulDSac,Norm,1Fam,SLvl,7,5,1990,1991,HdBoard,HdBoard,,0.0,TA,TA,PConc,173000
188,50,RL,60.0,10410,Reg,OldTown,Lvl,Inside,Norm,1Fam,1.5Fin,5,7,1916,1987,HdBoard,HdBoard,,0.0,TA,TA,CBlock,135000
189,90,RL,64.0,7018,Reg,SawyerW,Bnk,Inside,Feedr,Duplex,SFoyer,5,5,1979,1979,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,153337
190,120,RL,41.0,4923,Reg,StoneBr,Lvl,Inside,Norm,TwnhsE,1Story,8,5,2001,2002,CemntBd,CmentBd,,0.0,Gd,TA,PConc,286000
191,70,RL,70.0,10570,Reg,Crawfor,Bnk,Inside,Norm,1Fam,2Story,8,8,1932,1994,BrkFace,BrkFace,,0.0,Gd,TA,CBlock,315000
192,60,RL,,7472,IR1,NAmes,Lvl,CulDSac,Norm,1Fam,2Story,7,9,1972,2004,HdBoard,HdBoard,BrkFace,138.0,TA,TA,CBlock,184000
193,20,RL,68.0,9017,IR1,CollgCr,Lvl,Inside,Norm,1Fam,1Story,7,5,1999,1999,VinylSd,VinylSd,,0.0,Gd,TA,PConc,192000
194,160,RM,24.0,2522,Reg,Edwards,Lvl,Inside,Norm,Twnhs,2Story,7,5,2004,2004,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,130000
195,20,RL,60.0,7180,IR1,CollgCr,Lvl,Inside,Norm,1Fam,1Story,5,7,1972,1972,HdBoard,HdBoard,,0.0,TA,TA,CBlock,127000
196,160,RL,24.0,2280,Reg,NPkVill,Lvl,FR2,Norm,Twnhs,2Story,6,6,1976,1976,Plywood,Brk Cmn,,0.0,TA,TA,CBlock,148500
197,20,RL,79.0,9416,Reg,Somerst,Lvl,Inside,Norm,1Fam,1Story,7,5,2007,2007,CemntBd,CmentBd,Stone,205.0,Ex,TA,PConc,311872
198,75,RL,174.0,25419,Reg,NAmes,Lvl,Corner,Artery,1Fam,2Story,8,4,1918,1990,Stucco,Stucco,,0.0,Gd,Gd,PConc,235000
199,75,RM,92.0,5520,Reg,OldTown,Lvl,Corner,Norm,1Fam,2.5Fin,6,6,1912,1950,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,104000
200,20,RL,76.0,9591,Reg,NridgHt,Lvl,Inside,Norm,1Fam,1Story,8,5,2004,2005,VinylSd,VinylSd,BrkFace,262.0,Gd,TA,PConc,274900
201,20,RM,80.0,8546,Reg,Edwards,Lvl,Corner,Norm,1Fam,1Story,4,5,2003,2004,VinylSd,VinylSd,,0.0,TA,TA,PConc,140000
202,20,RL,75.0,10125,Reg,Mitchel,Lvl,Inside,Norm,1Fam,1Story,6,6,1977,1977,Plywood,Plywood,,0.0,TA,TA,CBlock,171500
203,50,RL,50.0,7000,Reg,OldTown,Lvl,Corner,Artery,1Fam,1.5Fin,6,6,1924,1950,MetalSd,MetalSd,,0.0,TA,Gd,BrkTil,112000
204,120,RM,,4438,Reg,CollgCr,Lvl,Inside,Norm,TwnhsE,1Story,6,5,2004,2004,VinylSd,VinylSd,BrkFace,205.0,Gd,TA,PConc,149000
205,50,RM,50.0,3500,Reg,OldTown,Lvl,Inside,Norm,1Fam,1.5Fin,5,7,1947,1950,AsbShng,AsbShng,,0.0,TA,TA,CBlock,110000
206,20,RL,99.0,11851,Reg,Gilbert,Lvl,Corner,Norm,1Fam,1Story,7,5,1990,1990,HdBoard,HdBoard,,0.0,TA,TA,PConc,180500
207,20,RL,40.0,13673,IR1,Sawyer,Lvl,CulDSac,RRAe,1Fam,1Story,5,5,1962,1962,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,143900
208,20,RL,,12493,IR1,NAmes,Lvl,Inside,Norm,1Fam,1Story,4,5,1960,1960,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,141000
209,60,RL,,14364,IR1,SawyerW,Low,Inside,Norm,1Fam,2Story,7,5,1988,1989,Plywood,Plywood,BrkFace,128.0,Gd,TA,CBlock,277000
210,20,RL,75.0,8250,Reg,NAmes,Lvl,Inside,Norm,1Fam,1Story,6,7,1964,1964,HdBoard,HdBoard,Stone,260.0,TA,TA,CBlock,145000
211,30,RL,67.0,5604,Reg,Edwards,Lvl,Inside,Norm,1Fam,1Story,5,6,1925,1950,Stucco,Stucco,,0.0,TA,TA,CBlock,98000
212,20,RL,83.0,10420,Reg,Edwards,Lvl,Corner,Norm,1Fam,1Story,6,5,2009,2009,VinylSd,VinylSd,,0.0,TA,TA,PConc,186000
213,60,FV,72.0,8640,Reg,Somerst,Lvl,Inside,Norm,1Fam,2Story,7,5,2009,2009,VinylSd,VinylSd,,0.0,TA,TA,PConc,252678
214,20,RL,43.0,13568,IR2,CollgCr,Lvl,CulDSac,Norm,1Fam,1Story,5,5,1995,1995,VinylSd,VinylSd,,0.0,TA,TA,PConc,156000
215,60,RL,,10900,IR1,CollgCr,Lvl,FR2,Norm,1Fam,2Story,6,7,1977,1977,HdBoard,HdBoard,BrkFace,153.0,TA,TA,CBlock,161750
216,20,RL,72.0,10011,IR1,NAmes,Lvl,Inside,Norm,1Fam,1Story,5,6,1957,1996,HdBoard,HdBoard,BrkFace,64.0,TA,TA,CBlock,134450
217,20,RL,65.0,8450,Reg,CollgCr,Lvl,Inside,Norm,1Fam,1Story,7,5,2004,2004,VinylSd,VinylSd,BrkFace,266.0,Gd,TA,PConc,210000
218,70,RM,57.0,9906,Reg,OldTown,Lvl,Inside,Norm,1Fam,2Story,4,4,1925,1950,MetalSd,MetalSd,,0.0,TA,TA,CBlock,107000
219,50,RL,,15660,IR1,Crawfor,Lvl,Corner,Norm,1Fam,1.5Fin,7,9,1939,2006,VinylSd,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,311500
220,120,RL,43.0,3010,Reg,Blmngtn,Lvl,Inside,Norm,TwnhsE,1Story,7,5,2005,2006,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,167240
221,20,RL,73.0,8990,IR1,CollgCr,Lvl,Inside,Norm,1Fam,1Story,7,5,2006,2006,VinylSd,VinylSd,,0.0,Gd,TA,PConc,204900
222,60,RL,,8068,IR1,Gilbert,Lvl,Inside,Norm,1Fam,2Story,6,5,2002,2002,VinylSd,VinylSd,,0.0,Gd,TA,PConc,200000
223,60,RL,85.0,11475,Reg,NWAmes,Lvl,Inside,RRAn,1Fam,2Story,6,6,1975,1975,VinylSd,VinylSd,,0.0,TA,TA,CBlock,179900
224,20,RL,70.0,10500,Reg,NAmes,Lvl,FR2,Norm,1Fam,1Story,4,6,1971,1971,HdBoard,HdBoard,,0.0,TA,TA,CBlock,97000
225,20,RL,103.0,13472,Reg,NridgHt,Lvl,Inside,Norm,1Fam,1Story,10,5,2003,2003,VinylSd,VinylSd,BrkFace,922.0,Ex,TA,PConc,386250
226,160,RM,21.0,1680,Reg,BrDale,Lvl,Inside,Norm,Twnhs,2Story,5,5,1971,1971,HdBoard,HdBoard,BrkFace,142.0,TA,TA,CBlock,112000
227,60,RL,82.0,9950,IR1,NoRidge,Lvl,Inside,Norm,1Fam,2Story,7,5,1995,1995,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,290000
228,160,RM,21.0,1869,Reg,BrDale,Lvl,Inside,Norm,Twnhs,2Story,6,6,1970,1970,HdBoard,HdBoard,BrkFace,127.0,TA,TA,CBlock,106000
229,20,RL,70.0,8521,Reg,Sawyer,Lvl,FR2,Feedr,1Fam,1Story,5,5,1967,1967,HdBoard,HdBoard,,0.0,TA,TA,CBlock,125000
230,120,RL,43.0,3182,Reg,Blmngtn,Lvl,Inside,Norm,TwnhsE,1Story,7,5,2005,2006,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,192500
231,20,RL,73.0,8760,Reg,NAmes,Lvl,Inside,Norm,1Fam,1Story,6,6,1959,1959,MetalSd,MetalSd,BrkFace,220.0,TA,TA,CBlock,148000
232,60,RL,174.0,15138,IR1,NoRidge,Lvl,Inside,Norm,1Fam,2Story,8,5,1995,1996,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,403000
233,160,RM,21.0,1680,Reg,BrDale,Lvl,Inside,Norm,Twnhs,2Story,6,5,1972,1972,HdBoard,HdBoard,BrkFace,297.0,TA,TA,CBlock,94500
234,20,RL,75.0,10650,Reg,CollgCr,Lvl,Corner,Norm,1Fam,1Story,5,6,1976,1976,HdBoard,HdBoard,,0.0,TA,TA,CBlock,128200
235,60,RL,,7851,Reg,Gilbert,Lvl,Inside,Norm,1Fam,2Story,6,5,2002,2002,VinylSd,VinylSd,,,Gd,TA,PConc,216500
236,160,RM,21.0,1680,Reg,BrDale,Lvl,Inside,Norm,TwnhsE,2Story,6,3,1971,1971,HdBoard,HdBoard,BrkFace,604.0,TA,TA,CBlock,89500
237,20,RL,65.0,8773,Reg,CollgCr,Lvl,FR2,Norm,1Fam,1Story,7,5,2004,2004,VinylSd,VinylSd,BrkFace,98.0,Gd,TA,PConc,185500
238,60,RL,,9453,IR1,SawyerW,Lvl,CulDSac,RRNe,1Fam,2Story,7,7,1993,2003,HdBoard,HdBoard,,0.0,Gd,TA,PConc,194500
239,20,RL,93.0,12030,Reg,NridgHt,Lvl,Inside,Norm,1Fam,1Story,8,5,2007,2007,VinylSd,VinylSd,BrkFace,254.0,Ex,TA,PConc,318000
240,50,RL,52.0,8741,Reg,Edwards,Lvl,Inside,Norm,1Fam,1.5Fin,6,4,1945,1950,VinylSd,VinylSd,,0.0,TA,TA,CBlock,113000
241,20,FV,75.0,9000,Reg,Somerst,Lvl,Inside,Norm,1Fam,1Story,8,5,2008,2008,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,262500
242,30,RM,40.0,3880,Reg,OldTown,Lvl,Inside,Norm,1Fam,1Story,5,9,1945,1997,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,110500
243,50,RM,63.0,5000,Reg,OldTown,Lvl,Corner,Norm,1Fam,1.5Fin,5,4,1900,1950,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,79000
244,160,RL,75.0,10762,Reg,SawyerW,Lvl,Corner,Norm,TwnhsE,2Story,6,6,1980,1980,Plywood,Plywood,,0.0,TA,TA,CBlock,120000
245,60,RL,,8880,IR1,SawyerW,Lvl,Inside,Norm,1Fam,2Story,7,5,1994,2002,VinylSd,VinylSd,,0.0,Gd,TA,PConc,205000
246,20,RL,80.0,10400,Reg,NWAmes,Lvl,Inside,Norm,1Fam,1Story,7,5,1988,1988,Wd Sdng,Wd Sdng,BrkFace,102.0,TA,TA,CBlock,241500
247,190,RM,69.0,9142,Reg,OldTown,Lvl,Inside,Norm,2fmCon,2Story,6,8,1910,1950,AsbShng,AsbShng,,0.0,TA,Fa,Stone,137000
248,20,RL,75.0,11310,Reg,NAmes,Lvl,Inside,Norm,1Fam,1Story,6,5,1954,1954,Wd Sdng,BrkFace,,0.0,TA,TA,CBlock,140000
249,60,RL,72.0,11317,Reg,CollgCr,Lvl,Inside,Norm,1Fam,2Story,7,5,2003,2003,VinylSd,VinylSd,BrkFace,101.0,Gd,TA,PConc,180000
250,50,RL,,159000,IR2,ClearCr,Low,CulDSac,Norm,1Fam,1.5Fin,6,7,1958,2006,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,TA,CBlock,277000
251,30,RL,55.0,5350,IR1,BrkSide,Lvl,Inside,Norm,1Fam,1Story,3,2,1940,1966,Wd Sdng,Plywood,,0.0,TA,Po,CBlock,76500
252,120,RM,44.0,4750,IR1,Crawfor,HLS,Inside,Norm,TwnhsE,1Story,8,5,2006,2007,VinylSd,VinylSd,Stone,481.0,Gd,TA,PConc,235000
253,60,RL,65.0,8366,IR1,SawyerW,Lvl,Inside,Norm,1Fam,2Story,6,5,2004,2004,VinylSd,VinylSd,,0.0,Gd,TA,PConc,173000
254,80,RL,85.0,9350,Reg,NAmes,Lvl,Inside,Norm,1Fam,SLvl,6,7,1964,1991,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,158000
255,20,RL,70.0,8400,Reg,NAmes,Lvl,Inside,Norm,1Fam,1Story,5,6,1957,1957,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,145000
256,60,RL,66.0,8738,IR1,Gilbert,Lvl,Inside,Norm,1Fam,2Story,7,5,1999,1999,VinylSd,VinylSd,BrkFace,302.0,Gd,TA,PConc,230000
257,60,FV,64.0,8791,IR1,Somerst,Lvl,Inside,Norm,1Fam,2Story,6,5,2003,2003,VinylSd,VinylSd,,0.0,Gd,TA,PConc,207500
258,20,RL,68.0,8814,Reg,CollgCr,Lvl,Inside,Norm,1Fam,1Story,7,5,2006,2006,VinylSd,VinylSd,Stone,180.0,Gd,TA,PConc,220000
259,60,RL,80.0,12435,Reg,CollgCr,Lvl,Inside,Norm,1Fam,2Story,7,5,2001,2001,VinylSd,VinylSd,BrkFace,172.0,Gd,TA,PConc,231500
260,20,RM,70.0,12702,Reg,OldTown,Lvl,Inside,Norm,1Fam,1Story,5,5,1956,1956,BrkFace,BrkFace,,0.0,TA,TA,PConc,97000
261,80,RL,120.0,19296,Reg,NAmes,Lvl,Corner,Artery,1Fam,SLvl,6,5,1962,1962,Wd Sdng,Wd Sdng,BrkFace,399.0,TA,TA,CBlock,176000
262,60,RL,69.0,9588,IR1,CollgCr,Lvl,Inside,Norm,1Fam,2Story,8,5,2007,2007,CemntBd,CmentBd,Stone,270.0,Gd,TA,PConc,276000
263,80,RL,88.0,8471,IR1,Sawyer,Lvl,Corner,Norm,1Fam,SLvl,6,7,1977,1995,HdBoard,Plywood,BrkFace,46.0,TA,TA,CBlock,151000
264,50,RM,50.0,5500,Reg,OldTown,Lvl,Corner,Norm,1Fam,1.5Fin,5,7,1929,2001,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,130000
265,30,RM,30.0,5232,IR3,OldTown,Bnk,Inside,Artery,1Fam,1Story,5,5,1925,2004,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,73000
266,20,RL,78.0,12090,IR1,NWAmes,Lvl,Inside,Norm,1Fam,1Story,6,6,1981,1981,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,175500
267,60,RL,70.0,11207,IR1,Gilbert,HLS,FR2,Norm,1Fam,2Story,6,5,1997,1997,VinylSd,VinylSd,,0.0,TA,TA,PConc,185000
268,75,RL,60.0,8400,Reg,SWISU,Bnk,Inside,Norm,1Fam,2.5Fin,5,8,1939,1997,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,179500
269,30,RM,71.0,6900,Reg,IDOTRR,Lvl,Inside,Norm,1Fam,1Story,5,6,1940,1955,VinylSd,VinylSd,,0.0,TA,TA,CBlock,120500
270,20,RL,,7917,IR1,Edwards,Lvl,Corner,Norm,1Fam,1Story,6,7,1976,1976,HdBoard,HdBoard,BrkFace,174.0,TA,Gd,CBlock,148000
271,60,FV,84.0,10728,Reg,Somerst,Lvl,Inside,Norm,1Fam,2Story,8,5,2006,2006,VinylSd,VinylSd,,0.0,Gd,TA,PConc,266000
272,20,RL,73.0,39104,IR1,ClearCr,Low,CulDSac,Norm,1Fam,1Story,7,7,1954,2005,Plywood,Plywood,,0.0,TA,TA,CBlock,241500
273,60,RL,92.0,11764,IR1,NoRidge,Lvl,CulDSac,Norm,1Fam,2Story,8,7,1999,2007,VinylSd,VinylSd,BrkFace,348.0,Gd,TA,PConc,290000
274,20,RL,80.0,9600,Reg,NAmes,Lvl,Inside,Feedr,1Fam,1Story,6,6,1958,1988,Wd Sdng,Wd Sdng,BrkCmn,183.0,TA,TA,CBlock,139000
275,20,RL,76.0,8314,Reg,Mitchel,Lvl,Corner,Norm,1Fam,1Story,5,7,1982,1982,HdBoard,ImStucc,,0.0,TA,TA,CBlock,124500
276,50,RL,55.0,7264,Reg,BrkSide,Lvl,Inside,Norm,1Fam,1.5Fin,7,7,1925,2007,Wd Sdng,Wd Sdng,,0.0,Gd,Gd,BrkTil,205000
277,20,RL,129.0,9196,IR1,Mitchel,Lvl,Inside,Norm,1Fam,1Story,7,5,2003,2003,VinylSd,VinylSd,,0.0,Gd,TA,PConc,201000
278,20,RL,140.0,19138,Reg,Gilbert,Lvl,Corner,Norm,1Fam,1Story,4,5,1951,1951,VinylSd,VinylSd,,0.0,TA,TA,CBlock,141000
279,20,RL,107.0,14450,Reg,NridgHt,Lvl,Inside,Norm,1Fam,1Story,9,5,2006,2007,CemntBd,CmentBd,BrkFace,315.0,Ex,TA,PConc,415298
280,60,RL,83.0,10005,Reg,ClearCr,Lvl,Inside,Norm,1Fam,2Story,7,5,1977,1977,Plywood,Plywood,BrkFace,299.0,TA,TA,CBlock,192000
281,60,RL,82.0,11287,Reg,SawyerW,Lvl,Inside,Norm,1Fam,2Story,7,6,1989,1989,Plywood,Plywood,BrkFace,340.0,Gd,TA,CBlock,228500
282,20,FV,60.0,7200,Reg,Somerst,Lvl,Inside,Norm,1Fam,1Story,6,5,2006,2006,VinylSd,VinylSd,Stone,68.0,Gd,TA,PConc,185000
283,120,RL,34.0,5063,Reg,NridgHt,Lvl,Inside,Norm,Twnhs,1Story,7,5,2007,2008,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,207500
284,20,RL,74.0,9612,Reg,Somerst,Lvl,Inside,Feedr,1Fam,1Story,8,5,2008,2009,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,244600
285,120,RL,50.0,8012,Reg,SawyerW,Lvl,Inside,Norm,TwnhsE,1Story,6,5,1992,1992,Plywood,ImStucc,,0.0,Gd,TA,PConc,179200
286,160,FV,35.0,4251,IR1,Somerst,Lvl,Inside,Norm,TwnhsE,2Story,7,5,2006,2007,MetalSd,MetalSd,,0.0,Gd,TA,PConc,164700
287,50,RL,77.0,9786,IR1,NAmes,Bnk,Inside,Norm,1Fam,1.5Fin,6,7,1962,1981,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,159000
288,20,RL,,8125,IR1,NAmes,Lvl,Corner,Norm,1Fam,1Story,4,4,1971,1971,HdBoard,HdBoard,,0.0,TA,TA,CBlock,88000
289,20,RL,,9819,IR1,Sawyer,Lvl,Inside,Norm,1Fam,1Story,5,5,1967,1967,MetalSd,MetalSd,BrkFace,31.0,TA,Gd,CBlock,122000
290,70,RL,60.0,8730,Reg,BrkSide,Lvl,Inside,RRAn,1Fam,2Story,6,7,1915,2003,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,153575
291,60,RL,120.0,15611,Reg,CollgCr,Lvl,Inside,Norm,1Fam,2Story,8,5,2006,2006,VinylSd,VinylSd,,0.0,Gd,TA,PConc,233230
292,190,RL,55.0,5687,Reg,SWISU,Bnk,Inside,Norm,2fmCon,2Story,5,6,1912,2000,VinylSd,VinylSd,,0.0,TA,Fa,PConc,135900
293,50,RL,60.0,11409,Reg,Edwards,Lvl,Inside,Norm,1Fam,1.5Fin,5,4,1949,2008,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,131000
294,60,RL,,16659,IR1,NWAmes,Lvl,Corner,PosA,1Fam,2Story,7,7,1977,1994,Plywood,Plywood,BrkFace,34.0,TA,TA,CBlock,235000
295,20,RL,80.0,9600,Reg,NAmes,Lvl,Inside,Norm,1Fam,1Story,6,5,1953,1953,HdBoard,HdBoard,Stone,238.0,TA,TA,CBlock,167000
296,80,RL,37.0,7937,IR1,Mitchel,Lvl,CulDSac,Norm,1Fam,SLvl,6,6,1984,1984,HdBoard,HdBoard,,0.0,TA,TA,CBlock,142500
297,50,RM,75.0,13710,Reg,IDOTRR,Lvl,Inside,Norm,1Fam,1.5Fin,5,5,1950,1950,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,152000
298,60,FV,66.0,7399,IR1,Somerst,Lvl,Inside,Norm,1Fam,2Story,7,5,1997,1998,VinylSd,VinylSd,BrkFace,1600.0,Gd,TA,PConc,239000
299,60,RL,90.0,11700,Reg,NWAmes,Lvl,Inside,Norm,1Fam,2Story,6,6,1968,1968,HdBoard,AsphShn,BrkFace,365.0,Gd,TA,CBlock,175000
300,20,RL,80.0,14000,Reg,Crawfor,Lvl,Inside,Norm,1Fam,1Story,6,8,1950,2004,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,158500
301,190,RL,90.0,15750,Reg,Crawfor,Lvl,Corner,Norm,2fmCon,1Story,5,5,1953,1953,MetalSd,MetalSd,BrkFace,56.0,TA,TA,CBlock,157000
302,60,RL,66.0,16226,IR3,CollgCr,Lvl,Inside,Norm,1Fam,2Story,8,5,1998,1999,VinylSd,VinylSd,,0.0,Gd,TA,PConc,267000
303,20,RL,118.0,13704,IR1,CollgCr,Lvl,Corner,Norm,1Fam,1Story,7,5,2001,2002,VinylSd,VinylSd,BrkFace,150.0,Gd,TA,PConc,205000
304,20,RL,70.0,9800,Reg,CollgCr,Lvl,Corner,Norm,1Fam,1Story,5,7,1972,1972,VinylSd,VinylSd,,0.0,TA,TA,PConc,149900
305,75,RM,87.0,18386,Reg,OldTown,Lvl,Inside,Norm,1Fam,2.5Fin,7,9,1880,2002,CemntBd,CmentBd,,0.0,TA,TA,BrkTil,295000
306,20,RL,80.0,10386,Reg,CollgCr,Lvl,Inside,Norm,1Fam,1Story,8,5,2004,2005,CemntBd,CmentBd,Stone,246.0,Gd,TA,PConc,305900
307,60,RL,116.0,13474,Reg,SawyerW,Lvl,Inside,Feedr,1Fam,2Story,7,5,1990,1991,HdBoard,Plywood,BrkFace,246.0,Gd,TA,CBlock,225000
